year,month,week,region,retailer_code,retailer_name,brand_code,brand,pos_units,pos_amount,inv_units,inv_amount
2020,2,1,UK,R007,Tesco,B054,Spy Gear,228,9869.34,268,12691.27
2020,11,7,MX,R001,Walmart,B012,Paw Patrol Activity,447,24443.45,169,7447.45
2020,9,9,AA,R001,Walmart,B038,Party Other Games,480,15838.48,319,9181.29
2020,6,1,PL,R001,Walmart,B008,Kinetic Sand,528,20554.77,297,12515.94
2020,12,4,AU,R002,Amazon,B028,Rusty Rivets,368,22734.65,366,23026.73
2020,7,6,DE,R015,Aldi,B026,Crystal Dragons,174,12080.97,112,8366.1
2020,2,4,IN,R001,Walmart,B030,Paw Value Channel,530,24761.63,566,22310.8
2020,10,7,AT,R001,Walmart,B016,Purse Pets,380,15210.76,252,9964.93
2020,4,10,PL,R001,Walmart,B058,DC Universe,478,13350.79,566,16558.66
2020,12,12,DE,R017,Edeka,B035,GabbysDollhouseValue,259,15208.56,135,7234.33
2020,3,11,NL,R002,Amazon,B055,Angry Birds,193,6038.98,133,3613.26
2020,9,4,AT,R002,Amazon,B076,Flash,148,2292.34,69,920.56
2020,4,1,FR,R001,Walmart,B039,Cardinal Games,524,37204.49,315,23819.64
2020,10,2,RO,R002,Amazon,B043,Big Potato Games,192,10150.65,88,4529.07
2020,10,10,NL,R001,Walmart,B006,Etch A Sketch,466,24388.89,298,15294.28
2020,9,2,PL,R001,Walmart,B003,Craft Cool,497,20444.06,543,18891.81
2020,10,4,AU,R026,Woolworths AU,B073,Redakai,359,7540.19,332,6487.94
2020,6,8,SK,R002,Amazon,B041,Kids Puzzles,231,13709.51,115,5533.14
2020,12,1,WE,R002,Amazon,B048,HEX,210,7403.84,126,4721.99
2020,8,10,CZ,R001,Walmart,B053,Minecraft,484,18880.08,352,14309.34
2020,1,13,PL,R002,Amazon,B013,Aqua Dots,319,13062.26,327,12603.88
2020,3,3,BE,R001,Walmart,B004,Cool Maker,488,25403.99,449,19163.45
2020,7,1,PL,R001,Walmart,B066,GUND,506,37755.6,369,24063.55
2020,11,8,NL,R001,Walmart,B060,Monster Trucks,518,9818.37,601,12214.33
2020,2,12,PL,R001,Walmart,B030,Paw Value Channel,485,20243.21,454,20779.14
2020,4,5,ES,R001,Walmart,B040,Adult Puzzles,437,14708.97,274,8540.73
2020,2,1,ES,R002,Amazon,B056,Batman,215,9856.08,110,5488.36
2020,4,11,CA,R025,Sobeys,B027,Mighty Express,334,11800.45,225,6790.37
2020,1,10,CH,R001,Walmart,B013,Aqua Dots,430,10026.84,281,5307.41
2020,6,9,IN,R011,Reliance Retail,B026,Crystal Dragons,228,8033.12,264,7824.35
2020,2,10,AU,R002,Amazon,B003,Craft Cool,214,12074.3,251,13514.45
2020,8,7,CZ,R001,Walmart,B074,Super Dinosaur,535,20761.83,580,21737.95
2020,11,10,IT,R002,Amazon,B040,Adult Puzzles,239,7664.9,197,6395.48
2020,12,1,BE,R001,Walmart,B007,Kinetic Rock,602,11427.33,486,8193.88
2020,3,2,AA,R002,Amazon,B063,Star Wars,257,9129.41,232,8097.56
2020,10,9,WE,R001,Walmart,B054,Spy Gear,518,30881.24,398,25554.64
2020,9,12,SK,R001,Walmart,B034,Dora the Explorer,537,16419.57,487,16376.91
2020,2,1,CA,R023,Loblaws,B066,GUND,322,10224.97,275,6999.31
2020,2,4,FR,R002,Amazon,B053,Minecraft,232,7535.12,98,3086.79
2020,6,2,ES,R002,Amazon,B057,Ben 10,179,8360.94,181,7244.25
2020,4,8,US,R002,Amazon,B008,Kinetic Sand,208,8373.19,217,8623.3
2020,7,6,BE,R002,Amazon,B013,Aqua Dots,217,15493.14,177,10273.22
2020,4,7,ES,R001,Walmart,B036,Gabbys Dollhouse,416,7716.92,445,6788.43
2020,1,4,BE,R002,Amazon,B004,Cool Maker,219,3846.82,234,3571.29
2020,10,10,AA,R002,Amazon,B041,Kids Puzzles,287,6399.03,138,2881.36
2020,4,4,CH,R002,Amazon,B014,PixOs,244,9507.04,223,7542.4
2020,12,10,CA,R023,Loblaws,B058,DC Universe,283,12309.65,308,14229.99
2020,3,13,IN,R011,Reliance Retail,B037,Marbles,182,7904.39,181,7627.09
2020,5,3,PL,R002,Amazon,B037,Marbles,247,8315.11,130,3891.95
2020,2,3,CZ,R002,Amazon,B013,Aqua Dots,226,5518.26,85,1924.21
2020,9,13,DE,R001,Walmart,B072,Gund License Paw Patrol,488,10540.01,356,7902.33
2020,6,7,SK,R002,Amazon,B022,Zoobles,243,11281.52,73,2831.7
2020,4,8,AU,R026,Woolworths AU,B057,Ben 10,323,17264.51,333,17244.2
2020,10,3,ES,R002,Amazon,B049,Tech Deck,302,17795.09,342,20468.12
2020,4,7,ES,R001,Walmart,B044,Hedbanz,526,36741.97,458,25812.73
2020,10,3,MX,R001,Walmart,B067,Gund License Train Dragon,384,16616.04,402,17898.87
2020,5,13,AA,R002,Amazon,B049,Tech Deck,243,4454.06,87,1385.42
2020,12,2,AU,R028,IGA,B070,Gund Baby,222,11815.51,120,6004.51
2020,2,13,ES,R002,Amazon,B057,Ben 10,149,7894.45,116,5591.54
2020,1,13,DE,R001,Walmart,B047,Air Hogs,483,7977.69,197,2743.66
2020,7,11,BE,R001,Walmart,B014,PixOs,556,18897.08,215,7731.01
2020,6,11,CN,R001,Walmart,B029,Paw Patrol Construction,491,12311.81,542,13134.79
2020,4,4,WE,R002,Amazon,B062,SONY PLAYSTATION,263,6951.23,131,3126.04
2020,11,11,SK,R002,Amazon,B068,Gund License Pusheen,169,7447.79,91,3981.95
2020,8,10,MX,R002,Amazon,B055,Angry Birds,200,13781.76,103,6932.15
2020,3,11,FR,R002,Amazon,B029,Paw Patrol Construction,171,2747.05,151,1972.42
2020,4,4,US,R004,Target,B027,Mighty Express,384,15906.12,296,13335.72
2020,11,1,UK,R002,Amazon,B043,Big Potato Games,270,11680.98,224,8609.11
2020,1,12,CZ,R001,Walmart,B025,Popples,467,30725.72,474,31645.17
2020,10,2,FR,R001,Walmart,B019,Furprize,512,10268.74,212,3451.25
2020,12,12,ES,R001,Walmart,B061,Monster Jam,543,23827.27,564,22470.75
2020,3,12,RO,R002,Amazon,B064,TMNT,270,12540.21,130,6499.52
2020,4,8,DE,R017,Edeka,B033,Firebuds,204,10516.06,68,3789.19
2020,8,9,CA,R025,Sobeys,B001,Art,386,25676.93,206,14649.79
2020,4,8,CH,R002,Amazon,B059,Black Adam Movie,246,12321.61,92,4895.67
2020,12,2,BE,R001,Walmart,B045,Rubiks,523,33918.48,622,36640.52
2020,2,9,MX,R001,Walmart,B062,SONY PLAYSTATION,526,14467.49,186,4779.97
2020,2,7,CA,R002,Amazon,B019,Furprize,303,17581.29,338,20118.28
2020,1,5,FR,R002,Amazon,B027,Mighty Express,269,17050.54,241,13852.61
2020,3,4,ES,R001,Walmart,B010,MoonLite,532,13221.69,592,12039.83
2020,1,3,AU,R001,Walmart,B052,Ionix Pokemon,399,26168.54,178,11199.69
2020,4,11,UK,R009,Asda,B045,Rubiks,294,12957.62,267,11362.19
2020,11,6,DE,R015,Aldi,B028,Rusty Rivets,322,19648.3,368,22279.54
2020,3,11,AT,R002,Amazon,B003,Craft Cool,197,13466.73,155,9767.06
2020,4,12,AA,R001,Walmart,B051,Dragamonz,517,9355.48,246,3969.68
2020,9,12,CH,R002,Amazon,B007,Kinetic Rock,222,4691.56,266,5008.0
2020,3,4,CN,R001,Walmart,B051,Dragamonz,479,29850.61,234,15934.51
2020,7,1,MX,R002,Amazon,B075,Ionix Dragons,308,15324.01,98,4447.06
2020,3,5,SK,R001,Walmart,B013,Aqua Dots,442,24141.9,489,22870.91
2020,12,6,CN,R001,Walmart,B030,Paw Value Channel,454,15011.41,195,7081.64
2020,12,2,DE,R015,Aldi,B063,Star Wars,158,5693.8,84,3295.42
2020,1,9,FR,R001,Walmart,B002,Text Cool,516,15750.73,519,15728.21
2020,12,5,FR,R001,Walmart,B037,Marbles,595,9464.59,444,7487.88
2020,9,8,ES,R001,Walmart,B059,Black Adam Movie,431,14872.59,419,15033.91
2020,7,5,AA,R001,Walmart,B036,Gabbys Dollhouse,416,19147.26,298,13689.56
2020,3,3,RO,R002,Amazon,B039,Cardinal Games,252,12881.78,290,12200.75
2020,3,12,IN,R013,DMart,B019,Furprize,227,15945.46,141,9043.38
2020,10,11,UK,R001,Walmart,B076,Flash,546,40356.78,355,22738.34
2020,2,9,MX,R002,Amazon,B062,SONY PLAYSTATION,199,11039.98,104,5233.24
2020,8,5,AA,R002,Amazon,B047,Air Hogs,188,3154.24,123,1664.3
2020,6,4,IN,R013,DMart,B051,Dragamonz,255,5578.38,121,2337.62
2020,1,6,CN,R001,Walmart,B075,Ionix Dragons,512,31825.97,248,16122.69
2020,11,8,PT,R001,Walmart,B003,Craft Cool,515,18398.02,557,20206.97
2020,2,2,FR,R001,Walmart,B007,Kinetic Rock,486,18096.31,394,12430.85
2020,1,1,IT,R002,Amazon,B019,Furprize,252,16518.46,173,10643.86
2020,2,8,SK,R002,Amazon,B065,Teen Titans Go,192,5122.41,171,3889.54
2020,6,3,AT,R001,Walmart,B048,HEX,416,28985.38,461,29379.5
2020,6,3,DE,R015,Aldi,B029,Paw Patrol Construction,237,12898.36,238,10913.57
2020,5,3,CZ,R001,Walmart,B021,Whiffies,586,41477.62,199,12035.22
2020,11,5,AA,R001,Walmart,B047,Air Hogs,536,36447.42,264,17493.71
2020,11,8,WE,R002,Amazon,B049,Tech Deck,292,16692.91,277,12929.31
2020,12,10,WE,R002,Amazon,B076,Flash,262,14804.38,150,7931.75
2020,4,1,CN,R002,Amazon,B072,Gund License Paw Patrol,265,15638.25,268,17025.3
2020,11,13,CA,R002,Amazon,B050,Bakugan,265,11633.57,134,5701.49
2020,8,8,CA,R025,Sobeys,B036,Gabbys Dollhouse,372,10921.06,122,3625.53
2020,8,2,RO,R002,Amazon,B075,Ionix Dragons,171,2921.92,133,2283.34
2020,4,9,UK,R007,Tesco,B065,Teen Titans Go,172,10039.41,66,4188.7
2020,5,12,AU,R027,Coles,B002,Text Cool,251,5813.53,285,6074.91
2020,1,3,CH,R001,Walmart,B069,Gund License Vida the Vet,574,27440.64,499,21665.31
2020,2,7,ES,R001,Walmart,B041,Kids Puzzles,447,18292.33,518,21790.43
2020,6,13,US,R002,Amazon,B007,Kinetic Rock,238,12393.14,250,11334.47
2020,9,5,PL,R002,Amazon,B033,Firebuds,285,19238.54,163,9231.83
2020,8,4,PT,R001,Walmart,B023,DigiBird,520,19063.41,197,7665.81
2020,7,2,CH,R002,Amazon,B070,Gund Baby,304,6898.7,91,1798.18
2020,5,6,DE,R015,Aldi,B069,Gund License Vida the Vet,275,6042.65,251,4444.84
2020,11,9,AU,R028,IGA,B055,Angry Birds,296,9877.89,156,5689.45
2020,10,3,PL,R002,Amazon,B014,PixOs,397,21034.61,331,14963.95
2020,6,3,PT,R001,Walmart,B007,Kinetic Rock,583,13989.55,196,4814.96
2020,6,5,SK,R002,Amazon,B028,Rusty Rivets,232,12661.38,138,7554.37
2020,8,9,MX,R001,Walmart,B016,Purse Pets,473,18047.34,191,5940.3
2020,11,5,PL,R001,Walmart,B028,Rusty Rivets,491,21747.24,473,17417.7
2020,8,8,PT,R002,Amazon,B014,PixOs,239,12569.98,281,12973.37
2020,8,11,AT,R001,Walmart,B005,Knits Cool,485,18763.36,294,11458.32
2020,11,1,CN,R001,Walmart,B012,Paw Patrol Activity,580,21167.26,571,20605.34
2020,5,8,BE,R001,Walmart,B012,Paw Patrol Activity,552,24972.31,282,13753.74
2020,12,10,AU,R028,IGA,B042,Board Games,285,13015.41,103,3878.58
2020,12,9,AU,R026,Woolworths AU,B076,Flash,296,18025.02,338,20441.59
2020,1,3,SK,R002,Amazon,B069,Gund License Vida the Vet,252,11201.61,117,4322.13
2020,11,2,CZ,R002,Amazon,B054,Spy Gear,215,6205.21,232,6533.28
2020,1,3,RO,R002,Amazon,B001,Art,302,19499.1,111,6874.41
2020,4,4,MX,R001,Walmart,B045,Rubiks,442,7551.49,293,5303.25
2020,7,10,CZ,R002,Amazon,B043,Big Potato Games,337,12885.25,163,5406.45
2020,5,1,AA,R001,Walmart,B054,Spy Gear,490,22026.4,297,13997.3
2020,4,4,CZ,R001,Walmart,B048,HEX,518,17766.05,236,8813.73
2020,4,8,AT,R002,Amazon,B057,Ben 10,279,19714.68,204,15687.86
2020,1,10,AU,R001,Walmart,B007,Kinetic Rock,524,30924.5,240,12436.41
2020,9,9,CA,R024,Metro,B015,Masha & The Bear,315,19812.63,166,11258.26
2020,12,5,CA,R023,Loblaws,B046,Puzz4D Brand,319,9826.82,158,4179.26
2020,5,12,IN,R011,Reliance Retail,B014,PixOs,255,16551.04,122,7711.12
2020,11,10,CH,R002,Amazon,B043,Big Potato Games,270,17416.48,169,11583.24
2020,12,5,AU,R002,Amazon,B037,Marbles,268,5169.32,222,4207.37
2020,12,12,WE,R001,Walmart,B042,Board Games,540,19726.54,298,9243.87
2020,5,8,AU,R026,Woolworths AU,B076,Flash,355,8967.42,110,2736.52
2020,2,6,ES,R001,Walmart,B042,Board Games,530,9361.45,577,9278.08
2020,7,6,BE,R002,Amazon,B054,Spy Gear,329,6402.56,104,2013.39
2020,5,7,CZ,R002,Amazon,B051,Dragamonz,232,10270.51,150,6686.2
2020,4,13,MX,R002,Amazon,B029,Paw Patrol Construction,241,5664.42,105,2133.79
2020,10,12,BE,R001,Walmart,B064,TMNT,494,29502.24,492,31030.22
2020,2,11,IT,R001,Walmart,B067,Gund License Train Dragon,467,30670.06,197,12252.62
2020,11,12,BE,R002,Amazon,B026,Crystal Dragons,274,14497.61,115,6168.34
2020,10,9,PT,R001,Walmart,B007,Kinetic Rock,425,17395.72,311,12259.12
2020,11,10,CZ,R002,Amazon,B038,Party Other Games,217,11805.78,179,9109.9
2020,12,4,RO,R001,Walmart,B025,Popples,513,19652.46,256,7848.37
2020,8,5,AT,R001,Walmart,B035,GabbysDollhouseValue,474,33747.38,412,23522.83
2020,2,11,PL,R001,Walmart,B040,Adult Puzzles,477,17606.1,168,6812.61
2020,12,2,PT,R002,Amazon,B041,Kids Puzzles,292,13015.81,240,10663.59
2020,2,1,CN,R002,Amazon,B016,Purse Pets,250,16162.01,115,7006.81
2020,9,2,RO,R001,Walmart,B011,Orbeez,490,13979.38,373,10852.47
2020,4,12,UK,R001,Walmart,B066,GUND,585,14174.64,346,7086.27
2020,8,1,FR,R002,Amazon,B011,Orbeez,190,7895.48,145,5904.91
2020,7,1,IN,R014,Spencer,B051,Dragamonz,155,6907.92,121,4400.6
2020,12,2,NL,R002,Amazon,B028,Rusty Rivets,222,16516.66,210,14994.41
2020,1,4,CN,R001,Walmart,B036,Gabbys Dollhouse,470,25958.35,311,17946.55
2020,9,8,IT,R001,Walmart,B048,HEX,543,22211.71,545,24302.23
2020,4,13,CH,R002,Amazon,B046,Puzz4D Brand,256,10918.7,206,8677.72
2020,11,10,MX,R002,Amazon,B015,Masha & The Bear,193,6150.82,69,2154.54
2020,11,7,IN,R011,Reliance Retail,B026,Crystal Dragons,262,11687.06,99,4191.41
2020,9,3,CA,R025,Sobeys,B056,Batman,347,25589.04,229,15541.94
2020,2,11,IT,R001,Walmart,B038,Party Other Games,529,34946.57,587,32124.86
2020,10,1,FR,R001,Walmart,B063,Star Wars,585,40124.11,614,42977.27
2020,3,10,CN,R001,Walmart,B017,BITZEE,464,14619.79,523,18070.09
2020,6,6,CA,R001,Walmart,B072,Gund License Paw Patrol,434,29030.57,475,33389.89
2020,9,11,PT,R002,Amazon,B022,Zoobles,290,4810.47,206,2788.54
2020,5,11,UK,R009,Asda,B012,Paw Patrol Activity,221,8458.52,96,3537.83
2020,8,4,MX,R001,Walmart,B032,Vida the Vet,393,13755.61,359,10244.94
2020,11,4,WE,R001,Walmart,B029,Paw Patrol Construction,455,17691.51,347,13769.33
2020,8,1,CH,R002,Amazon,B008,Kinetic Sand,285,12006.58,338,14948.16
2020,5,5,CN,R002,Amazon,B049,Tech Deck,185,13767.41,145,11087.89
2020,4,2,RO,R002,Amazon,B073,Redakai,263,12573.5,199,10380.58
2020,7,5,CZ,R002,Amazon,B054,Spy Gear,240,14925.06,206,13101.95
2020,8,6,RO,R001,Walmart,B003,Craft Cool,493,22303.31,467,19249.83
2020,12,2,NL,R002,Amazon,B069,Gund License Vida the Vet,295,17864.09,173,11429.55
2020,3,6,SK,R001,Walmart,B013,Aqua Dots,443,30782.09,458,34675.69
2020,7,1,CH,R002,Amazon,B043,Big Potato Games,217,15417.89,140,10028.84
2020,2,8,SK,R002,Amazon,B053,Minecraft,294,17678.31,271,13302.25
2020,7,1,AT,R002,Amazon,B030,Paw Value Channel,238,17520.62,192,14264.19
2020,1,4,UK,R010,Waitrose,B040,Adult Puzzles,255,15404.56,157,9796.13
2020,9,8,FR,R002,Amazon,B064,TMNT,263,19293.54,96,7529.32
2020,8,6,IT,R002,Amazon,B057,Ben 10,189,3241.87,137,2282.3
2020,9,2,AA,R001,Walmart,B044,Hedbanz,515,27857.16,562,32701.41
2020,10,4,CA,R024,Metro,B018,Cheeky Chonks,393,13413.39,407,11694.69
2020,1,12,IN,R011,Reliance Retail,B061,Monster Jam,340,12632.95,124,3713.12
2020,6,2,FR,R001,Walmart,B003,Craft Cool,466,8954.88,201,3896.88
2020,6,5,CN,R001,Walmart,B019,Furprize,413,10250.66,437,10305.83
2020,11,2,BE,R001,Walmart,B013,Aqua Dots,500,28996.57,194,10660.74
2020,9,1,PT,R001,Walmart,B053,Minecraft,595,26420.31,451,21632.45
2020,12,8,ES,R001,Walmart,B012,Paw Patrol Activity,408,18318.73,407,15140.77
2020,12,10,AU,R027,Coles,B011,Orbeez,321,5203.69,155,2384.59
2020,4,5,UK,R010,Waitrose,B013,Aqua Dots,210,12781.64,222,14052.54
2020,5,2,WE,R001,Walmart,B005,Knits Cool,537,38849.58,282,22035.83
2020,12,12,AU,R001,Walmart,B065,Teen Titans Go,469,25495.16,442,20842.35
2020,9,11,NL,R001,Walmart,B032,Vida the Vet,509,16334.84,497,13308.66
2020,7,3,US,R001,Walmart,B027,Mighty Express,540,30561.22,278,16431.81
2020,2,2,CZ,R002,Amazon,B031,Paw Patrol,222,15330.89,141,8288.3
2020,12,4,SK,R001,Walmart,B076,Flash,496,33417.94,321,17862.72
2020,5,7,CN,R001,Walmart,B042,Board Games,471,24930.73,166,7677.54
2020,3,7,US,R004,Target,B067,Gund License Train Dragon,196,9085.86,66,2579.54
2020,5,8,CZ,R001,Walmart,B012,Paw Patrol Activity,446,20480.87,451,19689.23
2020,12,6,IT,R002,Amazon,B003,Craft Cool,290,13391.98,113,4983.3
2020,8,13,ES,R002,Amazon,B059,Black Adam Movie,307,9521.17,207,6894.26
2020,7,5,MX,R002,Amazon,B038,Party Other Games,107,5342.95,119,5030.27
2020,1,12,FR,R001,Walmart,B012,Paw Patrol Activity,447,11187.77,217,5239.75
2020,8,10,PT,R001,Walmart,B076,Flash,514,29049.96,272,15265.32
2020,8,6,CZ,R001,Walmart,B040,Adult Puzzles,425,28833.85,487,31962.23
2020,3,12,UK,R001,Walmart,B011,Orbeez,464,27194.73,250,12008.41
2020,7,12,SK,R001,Walmart,B009,Meccano,539,30088.89,585,29579.58
2020,8,9,AA,R001,Walmart,B017,BITZEE,490,14380.01,471,12455.9
2020,6,11,CN,R001,Walmart,B064,TMNT,504,25736.2,588,29548.34
2020,2,9,AT,R001,Walmart,B003,Craft Cool,497,16541.06,401,12080.58
2020,12,5,CN,R001,Walmart,B064,TMNT,545,24089.79,316,11587.96
2020,2,6,AA,R001,Walmart,B036,Gabbys Dollhouse,466,16662.38,190,6696.26
2020,6,5,DE,R017,Edeka,B023,DigiBird,240,13168.92,216,12911.89
2020,2,3,CH,R002,Amazon,B059,Black Adam Movie,268,5173.15,273,5759.02
2020,8,3,AT,R002,Amazon,B010,MoonLite,252,8361.15,292,9249.26
2020,7,2,RO,R002,Amazon,B049,Tech Deck,237,8372.16,126,4378.14
2020,12,6,SK,R002,Amazon,B047,Air Hogs,312,5494.94,219,3526.1
2020,10,5,RO,R001,Walmart,B026,Crystal Dragons,606,43131.94,682,41593.38
2020,5,10,WE,R002,Amazon,B036,Gabbys Dollhouse,281,4655.36,297,4652.52
2020,1,8,CZ,R001,Walmart,B005,Knits Cool,467,20137.51,159,6105.03
2020,4,10,BE,R002,Amazon,B019,Furprize,246,9822.12,147,6407.99
2020,2,6,NL,R002,Amazon,B049,Tech Deck,311,5789.34,228,4273.67
2020,1,6,PT,R002,Amazon,B001,Art,203,3829.67,85,1313.45
2020,3,12,FR,R001,Walmart,B066,GUND,485,21649.76,439,16602.5
2020,9,2,BE,R002,Amazon,B004,Cool Maker,303,10607.77,157,5831.82
2020,9,7,CN,R001,Walmart,B026,Crystal Dragons,570,28231.86,206,8511.02
2020,2,3,ES,R001,Walmart,B072,Gund License Paw Patrol,521,9211.67,354,5755.26
2020,4,6,CA,R001,Walmart,B051,Dragamonz,504,30698.07,157,8148.91
2020,6,6,AT,R001,Walmart,B009,Meccano,549,18000.54,379,12927.71
2020,7,8,AU,R001,Walmart,B017,BITZEE,553,30340.47,390,20106.96
2020,10,2,US,R002,Amazon,B010,MoonLite,360,21064.79,261,16207.8
2020,1,4,RO,R002,Amazon,B015,Masha & The Bear,237,14410.08,127,6574.44
2020,2,3,AA,R001,Walmart,B013,Aqua Dots,415,24911.7,330,18627.57
2020,2,13,DE,R001,Walmart,B042,Board Games,523,29133.57,416,23430.95
2020,3,9,CA,R001,Walmart,B050,Bakugan,515,22071.31,538,24405.95
2020,9,12,PT,R001,Walmart,B016,Purse Pets,475,21567.05,341,13194.53
2020,2,10,US,R006,Walgreens,B068,Gund License Pusheen,197,3603.08,111,1730.74
2020,11,10,MX,R002,Amazon,B058,DC Universe,190,4604.24,150,2931.74
2020,4,13,IT,R002,Amazon,B026,Crystal Dragons,270,11080.44,201,8141.28
2020,7,11,BE,R001,Walmart,B016,Purse Pets,560,16212.55,474,12243.39
2020,7,12,PT,R001,Walmart,B034,Dora the Explorer,562,14376.79,324,7294.19
2020,6,2,UK,R009,Asda,B061,Monster Jam,318,6582.44,189,4284.98
2020,2,13,CA,R023,Loblaws,B038,Party Other Games,330,10743.23,270,8172.52
2020,11,5,US,R002,Amazon,B008,Kinetic Sand,232,16195.39,125,9557.33
2020,6,6,SK,R002,Amazon,B049,Tech Deck,387,27428.64,459,30350.23
2020,7,3,PT,R001,Walmart,B063,Star Wars,503,9404.08,475,9428.09
2020,3,8,SK,R002,Amazon,B022,Zoobles,374,25369.05,163,11951.84
2020,3,2,FR,R001,Walmart,B050,Bakugan,435,18258.53,251,9038.97
2020,6,10,AA,R002,Amazon,B024,Hatchimals,184,9866.75,123,6430.53
2020,3,6,RO,R001,Walmart,B048,HEX,533,25765.1,181,8426.05
2020,1,6,PT,R002,Amazon,B013,Aqua Dots,211,7046.07,177,5821.36
2020,11,8,ES,R001,Walmart,B036,Gabbys Dollhouse,566,28519.4,387,19499.5
2020,5,11,PT,R001,Walmart,B020,Magic Blanket Babies,479,17300.85,462,16289.02
2020,4,2,CZ,R001,Walmart,B014,PixOs,587,31448.14,667,35586.41
2020,3,10,PL,R001,Walmart,B052,Ionix Pokemon,444,11985.92,294,7428.77
2020,2,6,BE,R002,Amazon,B072,Gund License Paw Patrol,173,12840.29,54,3995.85
2020,11,10,AA,R001,Walmart,B001,Art,496,18210.26,329,11878.89
2020,12,11,DE,R017,Edeka,B064,TMNT,280,12937.66,215,10264.08
2020,3,11,US,R004,Target,B074,Super Dinosaur,152,9929.42,129,8907.86
2020,2,10,IT,R001,Walmart,B021,Whiffies,634,28528.51,258,12607.75
2020,4,3,RO,R002,Amazon,B045,Rubiks,310,9347.5,299,7811.31
2020,12,2,NL,R001,Walmart,B038,Party Other Games,480,8554.97,195,3217.68
2020,4,7,BE,R002,Amazon,B055,Angry Birds,193,4460.76,168,3875.47
2020,1,6,PL,R001,Walmart,B006,Etch A Sketch,465,15587.89,547,19946.19
2020,7,1,CZ,R002,Amazon,B047,Air Hogs,348,14374.23,360,15429.1
2020,8,4,NL,R002,Amazon,B007,Kinetic Rock,243,7659.32,110,3209.82
2020,10,1,IT,R002,Amazon,B003,Craft Cool,177,10142.82,155,9147.57
2020,10,9,MX,R001,Walmart,B010,MoonLite,437,16345.45,146,4429.46
2020,11,13,CH,R002,Amazon,B067,Gund License Train Dragon,265,19719.24,180,13716.7
2020,6,10,SK,R001,Walmart,B066,GUND,496,34280.35,587,38921.59
2020,9,3,PT,R001,Walmart,B072,Gund License Paw Patrol,528,38455.47,211,14683.92
2020,3,9,PL,R002,Amazon,B021,Whiffies,190,7279.5,86,3593.01
2020,12,5,CZ,R002,Amazon,B045,Rubiks,211,13326.45,236,14336.16
2020,2,5,AA,R002,Amazon,B024,Hatchimals,205,15127.95,182,11478.52
2020,2,10,CA,R023,Loblaws,B020,Magic Blanket Babies,310,6047.23,210,4483.53
2020,3,11,MX,R001,Walmart,B026,Crystal Dragons,530,16419.31,279,8406.61
2020,8,6,IN,R013,DMart,B041,Kids Puzzles,166,9875.54,196,11478.6
2020,1,13,CN,R002,Amazon,B007,Kinetic Rock,312,8390.59,161,4177.28
2020,3,9,US,R005,Best Buy,B058,DC Universe,261,12048.59,229,8534.17
2020,8,9,SK,R001,Walmart,B062,SONY PLAYSTATION,436,32317.24,238,17395.37
2020,11,7,PT,R001,Walmart,B074,Super Dinosaur,510,12566.82,463,10449.49
2020,8,2,WE,R001,Walmart,B017,BITZEE,425,25920.06,245,12877.52
2020,9,10,BE,R001,Walmart,B038,Party Other Games,564,27393.64,564,25603.57
2020,8,12,CA,R025,Sobeys,B027,Mighty Express,243,15628.82,123,6993.32
2020,2,8,ES,R001,Walmart,B023,DigiBird,595,14750.44,690,18594.6
2020,10,6,SK,R002,Amazon,B025,Popples,276,12906.39,198,8713.2
2020,12,6,US,R005,Best Buy,B021,Whiffies,178,7496.8,134,5320.5
2020,8,13,MX,R002,Amazon,B039,Cardinal Games,150,4816.25,169,4816.68
2020,9,9,CN,R001,Walmart,B045,Rubiks,568,9611.68,663,11118.93
2020,1,6,BE,R001,Walmart,B043,Big Potato Games,597,24529.26,278,9799.65
2020,11,13,CN,R001,Walmart,B003,Craft Cool,473,31277.4,522,36174.59
2020,11,8,CN,R002,Amazon,B012,Paw Patrol Activity,266,8639.47,252,8134.31
2020,8,12,CH,R002,Amazon,B016,Purse Pets,189,3067.14,181,2734.7
2020,12,5,NL,R001,Walmart,B013,Aqua Dots,596,13866.96,278,5693.0
2020,3,2,ES,R001,Walmart,B044,Hedbanz,598,43082.45,454,33028.18
2020,2,6,MX,R001,Walmart,B006,Etch A Sketch,470,32248.01,546,32228.84
2020,4,3,IT,R001,Walmart,B043,Big Potato Games,508,28201.91,229,12251.13
2020,7,7,PL,R002,Amazon,B020,Magic Blanket Babies,248,9661.34,232,8390.52
2020,1,11,CN,R002,Amazon,B021,Whiffies,229,16772.14,246,17835.28
2020,1,10,NL,R001,Walmart,B050,Bakugan,499,32155.24,453,29842.27
2020,6,11,MX,R002,Amazon,B070,Gund Baby,186,6538.55,128,3743.34
2020,3,11,AT,R002,Amazon,B073,Redakai,244,4433.61,185,3333.31
2020,10,11,US,R004,Target,B075,Ionix Dragons,262,13004.6,280,11802.99
2020,1,3,CZ,R001,Walmart,B030,Paw Value Channel,528,37239.5,528,32832.22
2020,10,9,BE,R002,Amazon,B045,Rubiks,220,6418.41,182,5187.2
2020,3,8,CZ,R001,Walmart,B041,Kids Puzzles,473,10483.58,376,7453.58
2020,8,12,FR,R001,Walmart,B042,Board Games,556,23722.74,193,7760.31
2020,12,6,RO,R001,Walmart,B022,Zoobles,530,34834.34,176,9523.94
